name,destination,categories,review_tags,description,rating,num_reviews,lat,lon,url
Bamboo Forest Street,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks","bamboo forest,arashiyama,path,grove,japan,rickshaw,nice walk,trees,train station,tenryu ji temple,take pictures,leaves",,4.0,4018,35.01716,135.67259,https://www.tripadvisor.com/Attraction_Review-g298564-d1497822-Reviews-Bamboo_Forest_Street-Kyoto_Kyoto_Prefecture_Kinki.html
Kurama-dera,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites","temple,hike,kifune,forest,path,buddhist,peak",,4.5,405,35.1178,135.77106,https://www.tripadvisor.com/Attraction_Review-g298564-d3444654-Reviews-Kurama_dera-Kyoto_Kyoto_Prefecture_Kinki.html
Kifune Shrine,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites","shrine,kurama",,4.5,714,35.121975,135.76306,https://www.tripadvisor.com/Attraction_Review-g298564-d1386169-Reviews-Kifune_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Gyoen National Garden,Kyoto,"Sights & Landmarks,Nature & Parks,Parks,Historic Walking Areas","park,palace,stroll,paths",,4.5,292,35.02667,135.76067,https://www.tripadvisor.com/Attraction_Review-g298564-d543479-Reviews-Kyoto_Gyoen_National_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Minamiza : The Kabuki Theater of Kyoto,Kyoto,"Concerts & Shows,Theaters",play,"The founding of the Minamiza Theatre goes all the way back to the beginning of the Edo Period (1596-1615). It is said that Izumo no Okuni performed 'kabuki odori' ('kabuki dances') in Kyoto in 1603 which attracted great attention, and during the same period, the dry bed of the Kamo River developed as a 'Theatre town' filled with the bustle and excitement of the people. The Minamiza Theatre started around this time, and has stood at this place for over 400 years always remaining at the center of entertainment, including kabuki. The Minamiza Theatre was designated as a Registered Tangible Cultural Property in 1996 and was even registered as a Structure of Historical Design in Kyoto shortly after. It will stage a wide range of productions throughout the year, from 'traditional Japanese performing arts' to 'the newest live entertainments'.",4.5,162,35.004017,135.7721,https://www.tripadvisor.com/Attraction_Review-g298564-d1759601-Reviews-Minamiza_The_Kabuki_Theater_of_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Saihoji Temple,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites",,,4.5,274,34.992367,135.68433,https://www.tripadvisor.com/Attraction_Review-g298564-d548223-Reviews-Saihoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Daitoku-ji Temple,Kyoto,"Sights & Landmarks,Nature & Parks,Historic Sites,Sacred & Religious Sites,Gardens",,"The Daitoku-ji complex of Zen Buddhism consists of 24 temples,including Daisen-in and Ryogen-in.",4.0,372,35.043953,135.74605,https://www.tripadvisor.com/Attraction_Review-g298564-d523342-Reviews-Daitoku_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Shugakuin Imperial Villa,Kyoto,"Sights & Landmarks,Nature & Parks,Historic Sites,Gardens",,"Created as an imperial summer retreat, the garden complex is a fine example of Japanese landscape design.",4.5,406,35.053562,135.79964,https://www.tripadvisor.com/Attraction_Review-g298564-d591813-Reviews-Shugakuin_Imperial_Villa-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Sento Imperial Palace (Sento Gosho),Kyoto,"Sights & Landmarks,Historic Sites,Points of Interest & Landmarks","garden,japanese,english audio guide,complex,architecture,tour group,gyoen,nature",,4.0,170,35.02177,135.76582,https://www.tripadvisor.com/Attraction_Review-g298564-d1386077-Reviews-Kyoto_Sento_Imperial_Palace_Sento_Gosho-Kyoto_Kyoto_Prefecture_Kinki.html
Genkoan,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites","temple,zen",,4.5,177,35.054626,135.7318,https://www.tripadvisor.com/Attraction_Review-g298564-d1594880-Reviews-Genkoan-Kyoto_Kyoto_Prefecture_Kinki.html
Nanzenji Suirokaku,Kyoto,"Sights & Landmarks,Scenic Walking Areas,Architectural Buildings","aqueduct,temple complex",,4.5,319,35.010605,135.7938,https://www.tripadvisor.com/Attraction_Review-g298564-d7707056-Reviews-Nanzenji_Suirokaku-Kyoto_Kyoto_Prefecture_Kinki.html
Tenjuan Garden,Kyoto,"Nature & Parks,Gardens",,,4.5,121,35.010414,135.79239,https://www.tripadvisor.com/Attraction_Review-g298564-d1386159-Reviews-Tenjuan_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Mount Hiei,Kyoto,"Sights & Landmarks,Nature & Parks,Sacred & Religious Sites,Mountains",,,4.5,166,35.06225,135.83153,https://www.tripadvisor.com/Attraction_Review-g298564-d548252-Reviews-Mount_Hiei-Kyoto_Kyoto_Prefecture_Kinki.html
Cooking Sun Kyoto,Kyoto,"Food & Drink,Classes & Workshops,Lessons & Workshops,Cooking Classes",,"Morning Bento Class (9:30-12:20) and Afternoon Izakayta Class (14:00-17:00). Easy access from central Kyoto, Shijo or Karasuma station. Friendly, English fluent local Japanese ladies welcome you in half a day Japanese cooking class. Beautiful machiya traditional townhouse is also something you can definitely enjoy during your visit.",5.0,605,34.99929,135.75435,https://www.tripadvisor.com/Attraction_Review-g298564-d6419072-Reviews-Cooking_Sun_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto City Kyocera Museum of Art,Kyoto,"Museums,Art Museums",exhibits,,4.0,209,35.012814,135.78358,https://www.tripadvisor.com/Attraction_Review-g298564-d1188671-Reviews-Kyoto_City_Kyocera_Museum_of_Art-Kyoto_Kyoto_Prefecture_Kinki.html
Ishibe Alley,Kyoto,"Sights & Landmarks,Historic Sites",,,4.5,397,34.999935,135.7798,https://www.tripadvisor.com/Attraction_Review-g298564-d1384155-Reviews-Ishibe_Alley-Kyoto_Kyoto_Prefecture_Kinki.html
Keage Incline,Kyoto,"Sights & Landmarks,Historic Sites",,,4.0,199,35.008617,135.79022,https://www.tripadvisor.com/Attraction_Review-g298564-d1975187-Reviews-Keage_Incline-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto National Museum,Kyoto,"Museums,History Museums,Art Museums","japan,scrolls,ceramics,visitors,heisei,lacquerware,archaeology,meiji,buddhist statues,permanent exhibits,south gate,red brick,less than an hour,open to the public,minute walk,ink,revolution,perspective",This museum houses a large collection of artworks and archaeological artifacts from the Kyoto area.,4.0,500,34.989986,135.77312,https://www.tripadvisor.com/Attraction_Review-g298564-d321406-Reviews-Kyoto_National_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Yasui-Konpiragu,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites","monument,purchase",,4.0,285,35.000034,135.77592,https://www.tripadvisor.com/Attraction_Review-g298564-d1371488-Reviews-Yasui_Konpiragu-Kyoto_Kyoto_Prefecture_Kinki.html
Gion Kobu Kaburenjo Theater,Kyoto,"Sights & Landmarks,Concerts & Shows,Architectural Buildings,Points of Interest & Landmarks,Theaters","geisha,tickets,costumes,stage,gion,art,culture,rows,performers,served tea,cultural experience,auditorium,scenes,traditional instruments,takes place,ceremonies",The Gion Koubu Kaburenjo (where Miyako Odori is performed) are temporary closed due to the initiation of long-term building maintenance (earthquake protection measures).,4.5,161,35.00163,135.77594,https://www.tripadvisor.com/Attraction_Review-g298564-d325722-Reviews-Gion_Kobu_Kaburenjo_Theater-Kyoto_Kyoto_Prefecture_Kinki.html
Mt. Daimonji,Kyoto,"Nature & Parks,Mountains",,,4.5,110,35.02302,135.80446,https://www.tripadvisor.com/Attraction_Review-g298564-d1386113-Reviews-Mt_Daimonji-Kyoto_Kyoto_Prefecture_Kinki.html
Togetsukyo Bridge,Kyoto,"Sights & Landmarks,Bridges,Scenic Walking Areas","arashiyama,crossing,katsuya,photos,tourists,cars,emperor,pleasant walk,parapet,upstream,route,take pictures",,4.0,873,35.01303,135.67781,https://www.tripadvisor.com/Attraction_Review-g298564-d1633241-Reviews-Togetsukyo_Bridge-Kyoto_Kyoto_Prefecture_Kinki.html
Teramachi-dori Street,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks",,,4.0,324,35.006172,135.7672,https://www.tripadvisor.com/Attraction_Review-g298564-d554673-Reviews-Teramachi_dori_Street-Kyoto_Kyoto_Prefecture_Kinki.html
Kawai Kanjiro Memorial Museum,Kyoto,"Museums,History Museums",,,4.5,67,34.993576,135.77441,https://www.tripadvisor.com/Attraction_Review-g298564-d2273400-Reviews-Kawai_Kanjiro_Memorial_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Shinnyodo Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",fall colors,,4.5,218,35.021454,135.78937,https://www.tripadvisor.com/Attraction_Review-g298564-d1386165-Reviews-Shinnyodo_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Sagano,Kyoto,"Sights & Landmarks,Lookouts,Historic Sites","bamboo forest,station,saga arashiyama",,4.5,760,35.017048,135.67221,https://www.tripadvisor.com/Attraction_Review-g298564-d1386107-Reviews-Sagano-Kyoto_Kyoto_Prefecture_Kinki.html
Haradanien,Kyoto,"Sights & Landmarks,Nature & Parks,Gardens,Scenic Walking Areas","cherry blossoms,private garden,full bloom",,4.5,107,35.043888,135.71432,https://www.tripadvisor.com/Attraction_Review-g298564-d2344373-Reviews-Haradanien-Kyoto_Kyoto_Prefecture_Kinki.html
Shisendo Temple,Kyoto,"Sights & Landmarks,Nature & Parks,Sacred & Religious Sites,Gardens",,,4.5,252,35.043724,135.79613,https://www.tripadvisor.com/Attraction_Review-g298564-d591808-Reviews-Shisendo_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Honen-in,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites",,,4.5,286,35.023987,135.79741,https://www.tripadvisor.com/Attraction_Review-g298564-d968349-Reviews-Honen_in-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Tower,Kyoto,"Sights & Landmarks,Observation Decks & Towers","binoculars,observation deck,night view,train station,overview,tall buildings,symbol",,4.0,1223,34.98753,135.75932,https://www.tripadvisor.com/Attraction_Review-g298564-d548249-Reviews-Kyoto_Tower-Kyoto_Kyoto_Prefecture_Kinki.html
Shosei-en Garden,Kyoto,"Nature & Parks,Gardens","pleasant stroll,strolling","This is the detached garden of Higashi Honganji, which was donated by Tokugawa Iemitsu, the 3rd shōgun, in 1641. It covers an area of about 33,000 square meters (8 acres) and was designed by Jōzan Ishikawa. The various structures in this garden were destroyed twice by fire in 1858 and 1864 and the present construction took place during the Meiji period. This garden is filled with many kinds of flowers throughout the year, and the colorful scenery is highly appreciated. Currently, Ingetsu-chi Pond in Shōsei-en Garden is undergoing renovation so we lower water levels in the pond from January 1, 2017 to March 25, 2017. Thank you very much for your understanding and cooperation. Shinsetsu-kyō (Snow-capped Bridge) in Shōsei-en Garden is undergoing renovation due to deterioration. The renovation period is March 1, 2017 to the end of October 2017. Please cross Kaitō-rō (Chinese corridor-style Bridge) to get to Shukuen-tei (Tea House). Please watch your step when you pass someone on the bridge. Also, currently we lower water levels in the pond, Ingetsu-chi due to the renovation. Thank you very much for your understanding and cooperation.",4.0,252,34.991158,135.76198,https://www.tripadvisor.com/Attraction_Review-g298564-d545958-Reviews-Shosei_en_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Myoshinji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,architecture",,4.5,248,35.02178,135.71935,https://www.tripadvisor.com/Attraction_Review-g298564-d479878-Reviews-Myoshinji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Chishaku-in,Kyoto,"Sights & Landmarks,Architectural Buildings,Historic Sites,Sacred & Religious Sites",,,4.5,244,34.988167,135.77542,https://www.tripadvisor.com/Attraction_Review-g298564-d479882-Reviews-Chishaku_in-Kyoto_Kyoto_Prefecture_Kinki.html
Gekkeikan Okura Sake Museum,Kyoto,"Museums,Specialty Museums","tasting,shop,english subtitles",,4.0,330,34.929134,135.76161,https://www.tripadvisor.com/Attraction_Review-g298564-d510788-Reviews-Gekkeikan_Okura_Sake_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Maruyama Park,Kyoto,"Nature & Parks,Parks",,,4.0,681,35.00358,135.78044,https://www.tripadvisor.com/Attraction_Review-g298564-d548250-Reviews-Maruyama_Park-Kyoto_Kyoto_Prefecture_Kinki.html
Enkoji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,198,35.045105,135.79704,https://www.tripadvisor.com/Attraction_Review-g298564-d1386150-Reviews-Enkoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Gion Matsuri,Kyoto,"Events,Cultural Events",,"The Gion Matsuri is Japan's most famous festival, with its origins reaching back all the way to 869. Spanning the whole month of July, it is studded with benchmark events. The most breathtaking of these is the Yamaboko Junko on July 17th,  which sees a procession of 80-foot tall wheeled floats paraded throughout the city. The event is repeated on a smaller scale on the 24th. Yoiyama evening celebrations leading up to the parade close off the main streets to automotive traffic and fill them instead with food, drink, and game stalls. Visitors earlier in the month are welcome to watch the massive floats being assembled by hand for the celebration.",4.5,191,35.003456,135.77847,https://www.tripadvisor.com/Attraction_Review-g298564-d8820238-Reviews-Gion_Matsuri-Kyoto_Kyoto_Prefecture_Kinki.html
Jojakkoji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","arashiyama,beautiful scenery,saga",,4.5,322,35.01961,135.66895,https://www.tripadvisor.com/Attraction_Review-g298564-d1386136-Reviews-Jojakkoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Toei Kyoto Studio Park,Kyoto,"Water & Amusement Parks,Theme Parks",,"Toei Kyoto Studio Park was founded in 1975 as the first theme park in Japan where you can experience the world of period dramas (jidaigeki) through film sets, events, and attractions. So far, over 60 million people have visited the park.",4.0,510,35.016415,135.708,https://www.tripadvisor.com/Attraction_Review-g298564-d321414-Reviews-Toei_Kyoto_Studio_Park-Kyoto_Kyoto_Prefecture_Kinki.html
Koryu-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites","temple,sculptures,unesco,garden","Founded in 622, the temple houses impressive Buddhist statues, possibly from the 6th or 7th century.",4.5,192,35.013668,135.70755,https://www.tripadvisor.com/Attraction_Review-g298564-d523357-Reviews-Koryu_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Jingoji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,194,35.055042,135.67087,https://www.tripadvisor.com/Attraction_Review-g298564-d1386111-Reviews-Jingoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Tea Ceremony Juan,Kyoto,"Classes & Workshops,Lessons & Workshops",importance,"The Tea Ceremony Juan is a genuine and truly authentic Japanese Tea Room located inside the grounds of the Jotokuji temple. Monks who visited China to learn Buddhism discovered tea and they brought back tea seed to Japan and started to grow tea plants. Tea drinking became popular and out of this habit the practice of the Japanese Tea Ceremony evolved. There is nothing else available in Kyoto other than a few other Tea Rooms which are set in the grounds of Temples and Shrines and are, for obvious reasons, closed to the general public from Japan and overseas, other than on very special and rare occasions.If you are looking to experience the Japanese Tea Ceremony in its true spirit then there is nothing else better in Kyoto than the Tea Ceremony Juan located in the grounds of the Jotokuji temple.",5.0,693,34.99533,135.76419,https://www.tripadvisor.com/Attraction_Review-g298564-d4402176-Reviews-Tea_Ceremony_Juan-Kyoto_Kyoto_Prefecture_Kinki.html
